7118;0;050;050;     Riehler Straße           ;Kreuzung Elsa-Brändström-Str. ;in Fahrtrichtung Riehl             ;   ;
7119;0;050;050;     Riehler Straße           ;Kreuzung Elsa-Brändström-Str. ;in Fahrtrichtung Ebertplatz        ;   ;
7120;0;050;050;     Amsterdamer Straße       ;Kreuzung Riehler Straße       ;Fahrtrichtung Elsa-Brändström-Str. ;   ;
7121;0;050;050;     Elsa-Brändström-Straße   ;Kreuzung Riehler Straße       ;in Fahrtrichtung AS Zoobrücke      ;   ;
7122;0;050;050;     Boltensternstraße        ;in Höhe Barbarastr.,Köln-Riehl;in Fahrtrichtung Industriestraße   ;   ;
7143;3;070;070;     Venloer Straße (B59)     ;Anschlussstelle BAB 1         ;in Fahrtrichtung Koblenz           ;   ;
7144;3;070;060;     Venloer Straße (B59)     ;Anschlussstelle BAB 1         ;in Fahrtrichtung Pulheim           ;   ;
7145;3;070;060;     Venloer Straße (B59)     ;Anschlussstelle BAB 1         ;in Fahrtrichtung Köln              ;   ;
7146;0;050;050;     Boltensternstraße        ;in Höhe Barbarastr.,Köln-Riehl;in Fahrtrichtung An der Schanz     ;   ;
7147;3;070;060;     Düsseldorfer Straße (B8) ;ggü. Haus Nr.491, Stammheim   ;in Fahrtr.Friedrich-Ebert-Str.(Lev);   ;
7148;3;070;060;     Düsseldorfer Straße (B8) ;in Höhe Haus Nr.491, Stammheim;in Fahrtrichtung Clevischer Ring   ;   ;
7149;3;050;050;     Stammheimer Ring         ;in Höhe Haus Nr.17, Stammheim ;in Fahrtr. Dünnwalder Kommunalweg  ;   ;
7150;3;050;050;     Dünnw. Kommunalweg (L101);gegenüber Haus Nr.6, Stammheim;in Fahrtrichtung Stammheimer Ring  ;   ;
